CountryName,CountryCode,Indicator Name,Indicator Code,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017
East Asia & Pacific,EAS,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77104848,25.7643797,25.75354221,25.74270432,25.73186601,25.72103867,25.71031602,25.69947807,25.68863971,25.67780176,25.68218425,25.76417362,25.8470005,25.92980098,26.0122201,26.09456631,26.10796604,26.12142252,26.13507871,26.14856835,26.16197003,26.19668031,26.23144394,26.2661437,26.30087641,26.33562637,,
Europe & Central Asia (excluding high income),ECA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3667816,38.37344859,38.38261538,38.39703178,38.41335015,38.42657355,38.43529041,38.44229493,38.44622138,38.44282709,38.46317364,38.47086693,38.47902755,38.48499922,38.49057018,38.49660279,38.56984677,38.6375144,38.70607883,38.77313129,38.84009971,38.84881197,38.85799039,38.86687572,38.87780368,38.88674261,,
Europe & Central Asia,ECS,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.27149582,37.30094376,37.33405874,37.37071851,37.40885514,37.44449898,37.47650397,37.41315132,37.4412429,37.46344181,37.48816515,37.50755818,37.52594754,37.54266839,37.56003784,37.57757569,37.65566683,37.72828947,37.802494,37.87359018,37.94385359,37.96197679,37.98417828,38.00162909,38.0212962,38.03923941,,
Ecuador,ECU,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.84947984,52.52365988,52.19787603,51.87209218,51.54627221,51.22048837,50.89470452,50.56892068,56.00459011,55.6414479,55.27830569,54.9612659,54.64422612,54.32722661,54.01018683,53.69318731,53.37614753,53.05910775,52.74210823,52.42506845,52.10806893,51.79102915,51.47398937,51.15698985,50.83995007,50.52295056,,
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044201115,0.045707971,0.047214827,0.048721684,0.05022854,0.051735396,0.053242252,0.054749108,0.056255965,0.057762821,0.059269677,0.06087699,0.062484304,0.064091617,0.06569893,0.067306243,0.067908986,0.068511728,0.069114471,0.069717213,0.070319956,0.070922698,0.071525441,0.072128183,0.072730926,0.073333668,,
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.37000573,34.59264526,34.83228704,35.06345062,35.29468398,35.52592665,35.75716351,35.98881779,36.2203346,36.45200202,36.52082712,36.63056499,36.72648468,36.82264497,36.93035697,37.03477983,37.20373935,37.36317009,37.53105857,37.69267988,37.83367391,37.92357363,38.0064364,38.08892238,38.17606801,38.26292547,,
Eritrea,ERI,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.91584158,15.87128713,15.82673267,15.78217822,15.73762376,15.69306931,15.64851485,15.6039604,15.56039604,15.51683168,15.47326733,15.42970297,15.38613861,15.34257426,15.2990099,15.25544554,15.21188119,15.16831683,15.12475248,15.08118812,15.03762376,14.99405941,14.95049505,,
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.64994794,28.28415826,28.91834855,29.55255887,30.18674916,30.82095947,31.45514977,32.08936008,32.72355038,33.35776069,34.02192385,34.17710423,34.26378647,34.37437151,34.49869786,34.62720151,35.02166419,35.3992707,35.80825982,36.20539045,36.49367013,36.57143714,36.61556146,36.68379281,36.75204414,36.82027548,,
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.04057561,52.04057561,52.21514508,52.30242982,52.38971456,52.47699929,52.56428403,52.65156877,52.7388535,52.82613824,52.91342298,52.95588582,52.99834867,53.04081151,53.08327436,53.1257372,53.04081151,52.95588582,52.87096013,52.78603444,52.70110875,52.69167256,52.68223638,52.67280019,52.663364,52.65392781,,
Ethiopia,ETH,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.19981835,15.06775658,14.93569482,14.6913,14.5504,14.4095,14.2686,14.1277,13.9868,13.8459,13.705,13.564,13.423,13.282,13.141,13,12.8592,12.7184,12.5776,12.4368,12.296,12.3366,12.3772,12.4178,12.4584,12.499,,
European Union,EUU,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.96133281,35.11590352,35.28340043,35.44572674,35.60720976,35.76928924,35.93034205,36.09293595,36.25510142,36.41718821,36.47796407,36.57694436,36.68165576,36.77211269,36.86837672,36.96534771,37.08886652,37.20708461,37.32974182,37.43944762,37.5452991,37.63363829,37.74818171,37.83232785,37.91975533,38.00687695,,
Fragile and conflict affected situations,FCS,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.80730718,27.69465529,27.57861129,27.38664112,27.27106656,27.1554933,27.03991938,26.92434547,26.80877156,26.69319829,26.57762438,26.47083445,26.36404451,26.25757938,26.15102649,26.044336,25.93171966,25.81929137,25.70731456,25.60008624,25.48781767,24.90001681,24.77855218,24.65697424,24.53528271,24.41359182,,
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.81785351,72.00499031,72.19212712,72.37926393,72.56640074,72.75353754,72.94067435,73.12781116,73.31494796,73.50208477,73.68922158,73.49092222,73.29262287,73.09432352,72.89602416,72.69772481,72.86179343,72.91591305,73.01085884,73.06021718,73.10957552,73.11198131,73.11198131,73.11198131,73.11198131,73.11198131,,
Fiji,FJI,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.15654078,52.30706076,52.45812808,52.60864806,52.75971538,52.91023536,53.06075534,53.21182266,53.36234264,53.51340996,53.66392994,53.84783799,54.03229338,54.21620142,54.40065681,54.58456486,54.53694581,54.48877942,54.44116037,54.39354132,54.34592228,54.61193213,54.87794198,55.14395183,55.40996169,55.67597154,,
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.36394517,26.51972548,26.67550578,26.83128609,26.9870664,27.14284671,27.29862701,27.45440732,27.61018763,27.76596794,27.92169725,28.13062146,28.33954566,28.53283735,28.75739407,28.96684729,29.17248798,29.37812867,29.58376936,29.78941005,29.99505074,30.20142195,30.40779316,30.61416437,30.82053558,31.02690679,,
Faroe Islands,FRO,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,,
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.87142857,90.91428571,90.95714286,90.98571429,91.02857143,91.07142857,91.1,91.14285714,91.18571429,91.22857143,91.25714286,91.3,91.34285714,91.38571429,91.41428571,91.45714286,91.5,91.52857143,91.57142857,91.61428571,91.65714286,91.68571429,91.72857143,91.77142857,91.81428571,,
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,86.15671207,86.93289867,87.70908526,88.48527186,89.26145845,,
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48266027,11.55540859,11.6281569,11.70090522,11.77365354,11.84640185,11.91915017,11.99189848,12.0646468,12.13739511,12.21014343,12.26553135,12.32091927,12.3763072,12.43169512,12.48708304,12.51849709,12.54991113,12.58132518,12.61273922,12.64415327,12.71442153,12.78468979,12.85495805,12.92522631,12.99549456,,
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.60282055,39.60282055,39.63102605,39.64297021,39.65491438,39.66685854,39.67880271,39.69074687,39.70269103,39.7146352,39.72657936,39.7608289,39.79507843,39.82932796,39.86357749,39.89782703,40.04144481,40.1850626,40.32868039,40.47229817,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,,
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.91421289,38.03814714,38.16208139,38.28601565,38.4099499,38.53388415,38.65781841,38.78175266,38.90568691,39.02962117,39.15355542,39.28012657,39.40669772,39.53326888,39.65984003,39.78641118,39.9112244,40.03603762,40.16085084,40.28566406,40.41047728,40.5352905,40.66010372,40.78491694,40.90973016,41.03454338,,
Gibraltar,GIB,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Guinea,GIN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.56210321,29.41559499,29.26908677,29.12257854,28.97607032,28.8295621,28.68305388,28.53654566,28.39003744,28.24352922,28.097021,27.95051278,27.80400456,27.65749634,27.51098812,27.3644799,27.21797168,27.07146345,26.92495523,26.77844701,26.63193879,26.48543057,26.33892235,26.19241413,26.04590591,25.89939769,,
"Gambia, The",GMB,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.67588933,43.86363636,44.0513834,44.23913043,44.42687747,44.61462451,44.80237154,44.99011858,45.17786561,45.36561265,45.55335968,45.75098814,45.9486166,46.14624506,46.34387352,46.54150198,46.71936759,46.8972332,47.07509881,47.25296443,47.43083004,47.58893281,47.74703557,47.90513834,48.06324111,48.22134387,,
Guinea-Bissau,GNB,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.80512091,78.46372688,78.12233286,77.78093883,77.43954481,77.09815078,76.75675676,76.41536273,76.07396871,75.73257468,75.39118065,75.04978663,74.7083926,74.36699858,74.02560455,73.68421053,73.32859175,72.97297297,72.6173542,72.26173542,71.90611664,71.55049787,71.19487909,70.83926031,70.48364154,70.12802276,,
Equatorial Guinea,GNQ,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.31016043,65.89304813,65.47593583,65.05882353,64.64171123,64.22459893,63.80748663,63.39037433,62.97326203,62.55614973,62.13903743,61.7254902,61.31194296,60.89839572,60.48484848,60.07130125,59.65062389,59.22994652,58.80926916,58.3885918,57.96791444,57.5543672,57.14081996,56.72727273,56.31372549,55.90017825,,
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.59348332,25.82777347,26.06206362,26.29635376,26.53064391,26.76493406,26.9992242,27.23351435,27.4678045,27.70209465,27.93638479,28.17067494,28.40496509,28.63925524,28.87354538,29.10783553,29.34212568,29.57641583,29.81070597,30.04499612,30.27928627,30.51357642,30.74786656,30.98215671,31.21644686,31.45073701,,
Grenada,GRD,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,49.97058824,,
Greenland,GRL,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,,
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.30757745,43.80365808,43.29973871,42.79581934,42.29189996,41.78798059,41.28406122,40.78014184,40.27622247,39.7723031,39.26838373,38.76446435,38.26054498,37.75662561,37.25270623,36.74878686,36.34565136,35.94251586,35.53938037,35.13624487,34.73310937,34.39343038,34.0537514,33.71407242,33.37439343,33.03471445,,
Guam,GUM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,,
Guyana,GUY,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.63296927,84.61366523,84.59436119,84.57505715,84.55575311,84.53644907,84.51714503,84.497841,84.47853696,84.45923292,84.43992888,84.41960884,84.3992888,84.37896876,84.35864872,84.33832868,84.31191262,84.28549657,84.25908052,84.23266447,84.20624841,84.15544831,84.10464821,84.05384811,84.00304801,83.9522479,,
High income,HIC,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.34927293,28.37693797,28.40453415,28.43161134,28.45863971,28.48566838,28.51277902,28.48375937,28.5107519,28.53775322,28.55755095,28.56888369,28.57957466,28.59034184,28.60168872,28.61290769,28.6246107,28.63572083,28.65915525,28.66964219,28.6795851,28.71261899,28.74775326,28.78022007,28.81310478,28.84593465,,
"Hong Kong SAR, China",HKG,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.71427295,71.15559925,69.59692555,68.03825185,66.47957816,64.92090446,63.36223076,61.80355706,60.24488337,58.68620967,57.12753597,56.05505407,54.98257217,53.91009027,52.83760837,51.76512646,50.69264456,49.62016266,48.54768076,47.47519886,46.40271695,45.33023505,44.25775315,43.18527125,42.11278935,41.04030744,,
Heavily indebted poor countries (HIPC),HPC,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.87450722,31.72780092,31.58109411,31.43438781,31.287681,31.1409747,30.99426789,30.84756159,30.70085479,30.55414849,30.40744168,30.26917931,30.13091644,29.99265408,29.85439121,29.71612884,29.5590605,29.40199266,29.24492431,29.08785647,28.92974832,28.44183177,28.31658009,28.19132179,28.06607015,27.94081901,,
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.08889286,33.08889286,33.21409408,33.27669469,33.3392953,33.4018959,33.42265095,33.48517328,33.58969773,33.65229834,33.71489894,33.77928814,33.84367734,33.90806654,33.9421015,34.00643317,34.06719085,34.12794853,34.18870622,34.2494639,34.31022159,34.31736955,34.32451751,34.33166548,34.33881344,34.3459614,,
Haiti,HTI,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.208998549,4.183599419,4.15820029,4.132801161,4.107402032,4.082002903,4.056603774,4.031204644,4.005805515,3.980406386,3.955007257,3.925979681,3.896952104,3.867924528,3.838896952,3.809869376,3.7808418,3.751814224,3.722786647,3.693759071,3.664731495,3.635703919,3.606676343,3.577648766,3.54862119,3.519593614,,
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04005786,20.16913319,20.29820852,20.42955709,20.55864678,20.68773648,20.81682617,20.95991091,21.08908686,21.21826281,21.39031466,21.53760321,21.68489177,21.83218032,21.97946887,22.12922665,22.26983596,22.41044526,22.55105457,22.46106263,22.60024301,22.6510549,22.70186678,22.75267867,22.80349056,22.85430244,,
IBRD only,IBD,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.49863291,34.44639913,34.39409689,34.34360947,34.29362544,34.24273665,34.19053893,34.13783483,34.09822335,34.04249329,34.00069708,33.9848743,33.96946264,33.9534091,33.93694642,33.92066098,33.91768979,33.91310803,33.90879232,33.90526888,33.90046601,33.89301674,33.88568564,33.87827621,33.87086454,33.86345545,,
IDA & IBRD total,IBT,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.82836379,32.74523401,32.66196744,32.57970799,32.50017178,32.41765577,32.33423638,32.2504733,32.17567043,32.08983058,32.01339576,31.96367742,31.91423863,31.86442847,31.81487575,31.76485658,31.72823362,31.69055344,31.65314226,31.61620022,31.57818416,31.46112776,31.41906796,31.37692746,31.33515833,31.29300266,,
IDA total,IDA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.41995752,28.25539603,28.09039299,27.92454511,27.76609687,27.60030119,27.43449458,27.26869871,27.10290195,26.93710659,26.77096402,26.63189772,26.49283179,26.35396658,26.21670612,26.07767874,25.95262036,25.82767196,25.70298715,25.57810705,25.45261659,25.0465074,24.91282615,24.77906352,24.64636744,24.5125558,,
IDA blend,IDB,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.31238916,24.10605757,23.905523,23.70176889,23.49837813,23.294985,23.09155398,22.88816151,22.68476666,22.4813745,22.27801581,22.11130872,21.94460164,21.77793291,21.61118915,21.44444594,21.33637275,21.22830124,21.12022804,21.01215653,20.90422416,20.72216636,20.54007734,20.35795127,20.17593006,19.99387287,,
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.43771425,64.38139294,63.32507162,62.26875031,61.212429,60.15610769,59.09978637,58.04346506,56.98714375,55.93082244,54.87450112,54.70315803,54.53181495,54.36047186,54.18912877,54.01778568,53.63966063,53.26153557,52.88341052,52.50528547,52.12716042,51.74936657,51.37157272,50.99377888,50.61598503,50.23819118,,
IDA only,IDX,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.61672034,29.4642766,29.30962542,29.15483783,29.00990387,28.85506368,28.70022252,28.54538184,28.39054067,28.23570048,28.08037739,27.94936665,27.8183564,27.68760436,27.55905889,27.42811598,27.29809574,27.16822437,27.03871164,26.90893303,26.77827308,26.30684513,26.18728332,26.06762489,25.94937782,25.82962844,,
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,,
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50518467,21.55398747,21.60279027,21.65159307,21.70039587,21.74919867,21.79800147,21.84680427,21.89560708,21.94440988,21.99321268,22.14920674,22.30520081,22.46119488,22.61718895,22.77318301,22.91316734,23.05315167,23.19313599,23.33312032,23.47310465,23.53310754,23.59311043,23.65311332,23.71311622,23.77311911,,
Not classified,INX,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.749891131,6.996661344,7.243286399,7.490056612,7.736681666,7.98345188,8.230076934,8.476847148,8.723472202,8.970242415,9.21686747,9.390767891,9.564523153,9.738423574,9.912323995,10.08622442,10.17564233,10.26491508,10.35447815,10.44389607,10.53316882,10.6156191,10.69806939,10.78037451,10.86282479,10.94527508,,
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.572374076,5.587698617,5.603023159,5.6183477,5.633672241,5.648996783,5.664321324,5.679645866,5.694970407,5.710294948,5.72561949,5.893391292,6.061169233,6.228941035,6.396718976,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,,
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.838260512,1.841461463,1.844662414,1.847863365,1.851064316,1.854265267,1.857466219,1.86066717,1.863868121,1.867069072,1.870270023,1.873470974,1.876671925,1.879872877,1.883073828,1.886274779,1.886274779,1.886274779,1.886274779,1.89952109,1.89952109,1.89952109,1.89952109,1.89952109,1.89952109,1.89952109,,
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160598504,0.173266833,0.185935162,0.198603491,0.21127182,0.22394015,0.236608479,0.249276808,0.261945137,0.274613466,0.287281796,0.302643392,0.318004988,0.333366584,0.34872818,0.364089776,0.376458853,0.38882793,0.401197007,0.413566085,0.425935162,0.438902743,0.451870324,0.464837905,0.477805486,0.490773067,,
Israel,ISR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.099815157,6.196857671,6.293900185,6.390942699,6.487985213,6.585027726,6.68207024,6.779112754,6.876155268,6.973197782,7.070240296,7.088724584,7.107208872,7.125693161,7.144177449,7.162661738,7.153419593,7.144177449,7.134935305,7.125693161,7.116451017,7.218114603,7.319778189,7.421441774,7.52310536,7.624768946,,
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.80667097,26.07153786,26.33640475,26.60127163,26.86613852,27.13100541,27.39587229,27.66073918,27.92560607,28.19047295,28.45533984,28.72054673,28.98575363,29.24797715,29.513157,29.77833685,29.96124295,30.14414904,30.32705514,30.50996124,30.69286734,30.87577344,31.05867954,31.24158564,31.42449174,31.60739784,,
Jamaica,JAM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.81902124,31.78485688,31.75069252,31.71652816,31.6823638,31.64819945,31.61403509,31.57987073,31.54570637,31.51154201,31.47737765,31.44598338,31.4145891,31.38319483,31.35180055,31.32040628,31.28162512,31.24284395,31.20406279,31.16528163,31.12650046,31.09141274,31.05632502,31.0212373,30.98614958,30.95106187,,
Jordan,JOR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,,
Japan,JPN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43115743,68.41086122,68.390565,68.37026879,68.34997257,68.32967636,68.32812071,68.30781893,68.28751715,68.26721536,68.24691358,68.27928669,68.31165981,68.34403292,68.37640604,68.40877915,68.42578875,68.44279835,68.45980796,68.47681756,68.48443286,68.47910466,68.47377661,68.46938776,68.4649989,68.46061005,,
Kazakhstan,KAZ,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.267548246,1.267548246,1.263325555,1.261214209,1.259102863,1.256991518,1.254880172,1.252768826,1.25065748,1.248546135,1.246434789,1.244360484,1.24228618,1.240211875,1.238137571,1.236063266,1.233988962,1.231914657,1.229840353,1.227766048,1.225691744,1.225691744,1.225691744,1.225691744,1.225691744,1.225691744,,
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.300242471,8.095196261,7.890150051,7.685103841,7.480057631,7.275011421,7.069965211,6.864919001,6.659872791,6.45482658,6.24978037,6.42196999,6.594159609,6.766349229,6.938538848,7.110728468,7.175036019,7.239343571,7.303651123,7.367958674,7.432266226,7.496573778,7.56088133,7.625188881,7.689496433,7.753803985,,
Kyrgyz Republic,KGZ,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.358706986,4.358706986,4.38362878,4.395046924,4.406465068,4.417883212,4.429301356,4.440719499,4.452137643,4.463555787,4.474973931,4.486444213,4.497914494,4.509384776,4.520855057,4.532325339,4.331803962,4.131282586,3.93076121,3.730239833,3.529718457,3.488008342,3.446298227,3.404588113,3.362877998,3.321167883,,
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.32880127,72.53682302,71.74484478,70.95286653,70.16088828,69.36891004,68.57693179,67.78495355,66.9929753,66.20099705,65.40901881,64.4856107,63.56220258,62.63879447,61.71538636,60.79197825,60.070247,59.34851575,58.6267845,57.90505325,57.183322,56.46159075,55.73985951,55.01812826,54.29639701,53.57466576,,
Kiribati,KIR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
St. Kitts and Nevis,KNA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,,
