CountryName,CountryCode,Indicator Name,Indicator Code,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,25.29,24.898,24.51,24.125,23.745,23.369,22.997,22.63,22.266,21.907,21.552,21.201,20.854,20.512,20.173,19.839,19.509,19.183,18.862,18.544,18.231,17.922,17.617,17.316,17.018,16.726,16.437,16.152,15.871,15.595,15.322,15.053,14.556,13.776,13.031,12.32,11.642,10.998,10.385,9.802,9.248,8.989,9.106,9.225,9.345,9.466,9.589,9.713,9.839,9.966,10.095,10.225,10.348,10.463,10.57,10.669,10.759
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,64.372,63.825,63.326,62.824,62.319,61.812,61.302,60.79,60.274,59.758,59.239,58.717,58.193,57.243,54.993,52.723,50.437,48.157,45.881,43.622,41.386,39.191,37.036,36.178,35.748,35.322,34.898,34.476,34.055,33.639,33.224,32.812,32.402,32.208,32.085,31.962,31.839,31.717,31.595,31.473,31.352,31.231,31.306,31.447,31.59,31.732,31.875,32.018,32.161,32.305,32.449,32.594,32.739,32.867,32.981,33.079,33.16
Czech Republic,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,40.452,39.937,39.445,38.956,38.468,37.984,37.502,37.022,36.544,36.07,35.598,34.705,33.516,32.351,31.206,30.083,28.982,27.908,26.858,25.833,24.833,24.519,24.548,24.577,24.606,24.635,24.664,24.693,24.722,24.751,24.78,24.842,24.97,25.099,25.228,25.357,25.487,25.618,25.749,25.88,26.012,26.123,26.191,26.26,26.329,26.398,26.467,26.537,26.606,26.676,26.745,26.815,26.885,26.94,26.981,27.008,27.02
Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,28.616,28.303,28.238,28.174,28.109,28.045,27.981,27.917,27.853,27.789,27.726,27.668,27.611,27.554,27.497,27.44,27.383,27.326,27.27,27.213,27.156,27.011,26.893,26.897,27.057,27.289,27.383,27.795,27.001,27.024,26.882,26.731,26.64,26.619,26.657,26.714,26.768,26.83,26.896,26.936,26.933,26.887,26.826,26.767,26.711,26.645,26.506,26.305,26.105,25.907,25.709,25.512,25.312,25.11,24.906,24.699,24.49
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,49.675,48.552,47.381,46.213,45.048,43.891,42.74,41.596,40.46,39.336,38.223,37.122,36.032,34.96,33.901,32.858,31.83,30.822,29.831,28.859,27.904,26.972,26.058,25.496,25.285,25.075,24.866,24.659,24.452,24.247,24.043,23.886,23.839,23.793,23.746,23.7,23.653,23.607,23.561,23.515,23.468,23.422,23.376,23.33,23.284,23.239,23.193,23.147,23.101,23.056,23.004,22.947,22.883,22.814,22.738,22.657,22.57
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,62.154,62.088,62.021,61.954,61.887,61.82,61.753,61.686,61.619,61.552,61.317,60.53,59.736,58.939,58.136,57.329,56.516,55.703,54.885,54.065,53.241,52.207,50.476,48.743,47.01,45.29,43.578,41.882,40.202,38.55,36.921,35.518,35.431,35.344,35.256,35.169,35.082,34.995,34.908,34.821,34.735,34.618,34.311,34.006,33.701,33.399,33.097,32.797,32.498,32.201,31.906,31.611,31.319,31.03,30.744,30.461,30.18
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,26.313,25.583,24.907,24.243,23.591,22.952,22.381,21.837,21.302,20.778,20.263,19.761,19.269,18.789,18.317,17.854,17.4,17.114,16.831,16.552,16.277,16.085,15.975,15.866,15.757,15.649,15.542,15.435,15.329,15.223,15.157,15.129,15.102,15.075,15.048,15.021,14.994,14.967,14.94,14.914,14.9,14.85,14.75,14.64,14.434,14.144,13.902,13.707,13.513,13.346,13.205,13.043,12.858,12.676,12.498,12.324,12.153
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,69.771,68.859,67.906,66.939,65.956,64.961,63.952,62.931,61.896,60.853,59.791,58.709,57.618,56.522,55.418,54.309,53.193,52.078,50.959,49.84,48.719,47.602,46.95,46.677,46.404,46.132,45.86,45.588,45.316,45.045,44.774,44.503,44.233,43.963,43.249,42.404,41.563,40.728,39.898,39.074,38.254,37.444,36.639,35.404,34.005,32.636,31.295,29.984,28.703,27.459,26.248,25.071,23.961,22.918,21.939,21.02,20.159
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,69.49,68.203,66.786,65.338,63.859,62.357,61.16,60.996,60.831,60.666,60.5,60.335,60.169,60.003,59.837,59.67,59.503,59.072,58.206,57.335,56.458,55.58,54.697,53.811,52.921,52.032,51.14,50.278,49.489,48.702,47.915,47.129,46.343,45.561,44.781,44.003,43.226,42.456,41.687,40.882,40.081,39.288,38.499,37.716,36.939,36.17,35.407,34.652,33.903,33.178,32.474,31.791,31.13,30.49,29.871,29.273,28.696
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,83.08432666,82.61123985,82.1395855,81.66641373,81.18473606,81.25553285,81.29577102,81.29615213,81.28237931,81.25890083,81.23000833,81.19747686,81.14366992,81.00258469,80.78350608,80.73172433,80.5673818,80.39815572,79.99349234,79.34375702,78.65907994,77.94349508,77.21735331,76.59013808,75.9471898,75.29321854,74.62814407,73.95121156,73.2608128,72.55668876,71.83784928,71.05918189,70.25466385,69.43618043,68.60342977,67.75853493,66.89859573,66.0296812,65.14777085,64.25427452,63.33635147,62.3103901,61.20335709,60.08430728,58.95451193,57.81935873,56.70702673,55.60618039,54.50019464,53.395622,52.28960471,51.1866737,50.10897019,49.06035069,48.04073453,47.05071773,46.09099358
Early-demographic dividend,EAR,Rural population (% of total population),SP.RUR.TOTL.ZS,77.05061575,76.75193241,76.41766078,76.08027517,75.73831007,75.39488723,75.04941485,74.70050308,74.35186695,73.99796899,73.63786331,73.25529868,72.81311409,72.36298266,71.91026223,71.59553268,71.147843,70.70112995,70.24819915,69.79258358,69.31592274,68.8249623,68.40257348,67.97763546,67.549812,67.11800935,66.68828396,66.27197402,65.85752056,65.44480164,65.00693125,64.64520379,64.29875301,63.95755517,63.61623602,63.27872838,62.94689901,62.61822306,62.28935579,61.96007007,61.6265822,61.30728492,60.94764659,60.58682455,60.21914222,59.84608827,59.46629053,59.08199742,58.68796482,58.2903108,57.8910509,57.48930122,57.08188407,56.67153686,56.25782985,55.84132517,55.42300349
East Asia & Pacific,EAS,Rural population (% of total population),SP.RUR.TOTL.ZS,77.52805012,76.87701519,76.34805188,75.88122178,75.40393907,75.40946276,75.41733192,75.37333781,75.33713481,75.23228779,75.1595055,75.07942847,74.98189625,74.82544494,74.54436982,74.42150445,74.26281107,74.09528787,73.72049707,73.12474235,72.50081718,71.84384386,71.18702453,70.62196384,70.04265603,69.45907806,68.85837082,68.2452604,67.62529686,66.99142397,66.3451256,65.65149328,64.93865868,64.20983109,63.46177153,62.69938085,61.92720073,61.15862429,60.37703751,59.58601536,58.76725448,57.7683377,56.67877013,55.58855481,54.49561144,53.40511898,52.34751823,51.30903738,50.26248309,49.22644768,48.19367153,47.16989801,46.17167936,45.20501633,44.26638619,43.35675128,42.47772864
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,55.29474629,54.53999285,53.78489976,53.03041242,52.27677657,51.50983817,50.76466932,50.03378596,49.30261175,48.5738254,47.85752752,47.18099597,46.52844488,45.8798102,45.23747472,44.62241497,44.02777162,43.4423542,42.85585389,42.34259339,41.91533377,41.38687366,40.82389995,40.25963779,39.68544003,39.12760775,38.61856482,38.13249579,37.64826038,37.3151387,37.1452621,37.03183231,36.98872895,36.98123743,36.96493317,36.93688964,36.91875667,36.90077281,36.87122048,36.84062944,36.80704897,36.75064724,36.66828491,36.55621391,36.43686833,36.3154674,36.1950689,36.06633868,35.94121127,35.82471744,35.71813078,35.60191627,35.45473504,35.30106104,35.14417689,34.98135649,34.81311064
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,44.6107556,44.07582128,43.54211855,42.98236881,42.42365681,41.85661636,41.29319802,40.74703137,40.22001152,39.72195894,39.23331143,38.76060084,38.2955541,37.84296604,37.39990363,36.98959832,36.60419226,36.21549247,35.824106,35.47079983,35.16394239,34.82141921,34.50254594,34.19942503,33.90605757,33.62294627,33.34493357,33.10500605,32.74727758,32.54212791,32.39985189,32.28101379,32.19600512,32.13284811,32.06876556,32.00271624,31.94133129,31.88415936,31.82303835,31.75183671,31.6633286,31.54974032,31.38750935,31.21774717,31.0469821,30.87284991,30.69262734,30.50496012,30.32269771,30.15373612,29.99225508,29.83473812,29.66080358,29.48797502,29.31177381,29.12809776,28.93938385
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,66.122,65.534,64.94,64.394,63.878,63.36,62.838,62.314,61.785,61.256,60.722,60.187,59.648,59.108,58.543,57.637,56.724,55.809,54.889,53.966,53.039,52.112,51.182,50.342,49.562,48.785,48.007,47.231,46.454,45.682,44.91,44.291,43.774,43.26,42.746,42.234,41.723,41.215,40.709,40.204,39.701,39.201,38.882,38.684,38.486,38.289,38.093,37.896,37.7,37.505,37.31,37.115,36.912,36.702,36.484,36.258,36.024
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,62.136,61.728,61.376,61.023,60.669,60.314,59.958,59.601,59.242,58.883,58.523,58.162,57.8,57.437,57.074,56.709,56.344,56.19,56.174,56.158,56.142,56.126,56.11,56.094,56.078,56.062,56.046,56.123,56.256,56.389,56.522,56.655,56.788,56.921,57.054,57.186,57.319,57.342,57.296,57.25,57.203,57.157,57.111,57.065,57.019,56.973,56.927,56.922,56.942,56.961,56.981,57,56.998,56.975,56.931,56.865,56.778
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,37.9030532,37.42471466,36.9314218,36.37039335,35.81066421,35.25292353,34.6994662,34.16131741,33.67094299,33.25682639,32.85268936,32.46699782,32.13230256,31.81927654,31.51776268,31.26391816,31.04176876,30.79938493,30.55581199,30.31418233,30.07469031,29.83544959,29.67238709,29.55574516,29.47969774,29.41923412,29.32219271,29.30540313,28.97895685,28.86367696,28.70865199,28.54014575,28.38393473,28.24238824,28.11768551,28.00246299,27.888058,27.77716557,27.66872932,27.54824389,27.40430592,27.23175515,27.0162947,26.79439917,26.57697544,26.35859631,26.1262965,25.886676,25.6496211,25.41534595,25.18281843,24.94523052,24.72043917,24.51031342,24.30041985,24.07862442,23.85729029
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,90.249,89.941,89.623,89.297,88.961,88.617,88.263,87.9,87.737,87.573,87.407,87.238,87.068,86.896,86.722,86.546,86.368,86.188,86.006,85.822,85.636,85.448,85.258,85.066,84.884,84.772,84.659,84.545,84.431,84.316,84.2,84.074,83.938,83.79,83.633,83.464,83.283,83.092,82.888,82.672,82.445,82.204,81.951,81.685,81.405,81.111,80.804,80.482,80.146,79.794,79.428,79.046,0,0,0,0,0
Spain,ESP,Rural population (% of total population),SP.RUR.TOTL.ZS,43.433,42.697,41.692,40.694,39.702,38.722,37.749,36.786,35.832,34.892,33.962,33.152,32.459,31.776,31.099,30.43,29.769,29.117,28.473,27.838,27.211,26.721,26.485,26.251,26.018,25.787,25.556,25.327,25.1,24.874,24.649,24.472,24.39,24.308,24.226,24.144,24.062,23.981,23.9,23.819,23.738,23.657,23.467,23.222,22.978,22.737,22.498,22.26,22.024,21.79,21.558,21.327,21.098,20.871,20.645,20.421,20.198
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,42.467,41.696,40.928,40.164,39.404,38.652,37.903,37.161,36.423,35.693,35.053,34.517,33.983,33.455,32.931,32.411,31.894,31.383,30.876,30.503,30.289,30.076,29.864,29.653,29.442,29.233,29.025,28.817,28.61,28.585,28.769,28.954,29.14,29.326,29.513,29.7,29.889,30.077,30.267,30.457,30.632,30.758,30.884,31.011,31.138,31.265,31.393,31.521,31.649,31.777,31.906,32.035,32.165,32.279,32.378,32.462,32.532
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,93.567,93.35,93.126,92.896,92.658,92.413,92.16,91.9,91.74,91.578,91.412,91.244,91.072,90.898,90.721,90.54,90.356,90.17,89.98,89.786,89.59,89.39,89.187,88.98,88.768,88.547,88.321,88.091,87.857,87.62,87.379,87.133,86.884,86.63,86.373,86.173,85.994,85.814,85.631,85.447,85.26,85.073,84.882,84.69,84.496,84.3,84.101,83.884,83.49,83.09,82.681,82.265,81.84,81.41,80.972,80.528,80.078
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,38.7871023,38.32639261,37.87397215,37.38063694,36.8900311,36.39578479,35.91737847,35.47269222,35.05786708,34.68855828,34.32310658,33.94881306,33.57027116,33.20933885,32.85998508,32.54889106,32.26307872,31.95956836,31.64865395,31.34673052,31.06048571,30.81190069,30.64292872,30.50229319,30.38559225,30.27833626,30.14715446,30.06765115,29.78550258,29.65136666,29.50312408,29.33047353,29.18474025,29.08459422,28.99068156,28.90269707,28.80940556,28.72842492,28.64425676,28.55565154,28.43722801,28.28845315,28.06973675,27.85755785,27.6478347,27.4347916,27.21040865,26.97262886,26.73584884,26.51028968,26.28524149,26.06047367,25.84426489,25.63560957,25.42372229,25.20058747,24.97437071
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,82.70720159,82.22052307,81.71606398,81.19029748,80.64729543,80.06564499,79.51354089,78.95266716,78.37854669,77.7916186,77.19680069,76.61376125,76.04518685,75.49855826,75.0471886,74.6021185,74.15175219,73.70418678,73.26641099,72.89436101,72.52788294,72.14934747,71.76640147,71.32795772,70.83053006,70.3215015,69.81120188,69.29620656,68.81698737,68.35548042,67.62081272,67.20547927,66.82915465,66.49674246,66.24555547,65.97772064,65.69886229,65.38752554,65.08164955,64.76192117,64.43991194,64.09475966,63.75156359,63.42573676,63.09670945,62.76036969,62.4145779,62.0562971,61.69109872,61.32144319,60.95040307,60.57761453,60.20300142,59.82668081,59.44720032,59.06405638,58.67734714
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,44.71,43.679,42.838,42.002,41.168,40.342,39.52,38.705,37.894,37.092,36.296,35.477,34.634,33.803,32.981,32.169,31.366,30.577,29.798,29.03,28.273,27.472,26.627,25.798,24.985,24.192,23.433,22.709,22,21.309,20.633,20.157,19.872,19.591,19.312,19.037,18.777,18.534,18.293,18.054,17.817,17.632,17.497,17.362,17.228,17.095,16.963,16.832,16.701,16.571,16.442,16.312,16.181,16.048,15.914,15.779,15.642
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,70.319,69.752,69.177,68.597,68.009,67.418,66.82,66.396,66.013,65.629,65.242,64.853,64.462,64.07,63.676,63.279,62.881,62.681,62.531,62.381,62.231,62.081,61.93,61.779,61.628,61.477,61.325,60.673,59.915,59.155,58.389,57.619,56.844,56.067,55.287,54.504,53.718,53.268,52.877,52.485,52.092,51.7,51.308,50.915,50.521,50.129,49.736,49.343,48.949,48.56,48.172,47.786,47.404,47.024,46.646,46.272,45.901
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,38.12,37.393,36.511,35.298,34.102,32.929,31.775,30.643,29.762,29.352,28.945,28.541,28.14,27.744,27.35,27.074,27.003,26.932,26.86,26.789,26.718,26.648,26.575,26.5,26.425,26.35,26.275,26.2,26.125,26.05,25.944,25.771,25.599,25.428,25.257,25.088,24.918,24.75,24.583,24.386,24.129,23.873,23.62,23.368,23.117,22.87,22.623,22.379,22.136,21.894,21.655,21.416,21.18,20.945,20.711,20.48,20.25
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,78.617,77.859,77.038,76.195,75.331,74.447,73.672,73.277,72.878,72.476,72.049,71.583,71.112,70.638,70.158,69.674,69.185,68.693,68.645,68.73,68.814,68.899,68.983,69.067,69.151,69.234,69.318,69.402,69.485,69.568,69.406,69.186,69.158,69.13,69.102,69.074,66.965,64.646,64.346,64.14,63.663,62.825,61.978,61.286,60.753,60.219,59.853,59.659,59.464,59.269,59.074,58.878,58.677,58.47,58.257,58.038,57.813
"Micronesia, Fed. Sts.",FSM,Rural population (% of total population),SP.RUR.TOTL.ZS,77.688,77.447,77.203,76.958,76.711,76.463,76.212,75.96,75.705,75.449,75.192,74.932,74.67,74.407,74.259,74.142,74.025,73.908,73.791,73.673,73.555,73.583,73.65,73.717,73.784,73.851,73.917,73.984,74.05,74.116,74.182,74.248,74.314,74.38,74.446,74.932,75.527,76.111,76.686,77.251,77.67,77.67,77.67,77.67,77.67,77.67,77.676,77.683,77.689,77.695,77.702,77.697,77.683,77.658,77.622,77.576,77.519
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,82.602,81.67,80.406,79.077,77.682,76.225,74.703,73.117,71.467,69.763,68,65.918,63.769,61.57,59.319,57.029,54.705,52.367,50.015,47.663,45.318,43,41.628,40.27,38.924,37.598,36.289,35,33.588,32.208,30.857,29.538,28.251,27.001,25.786,24.642,23.569,22.563,21.621,20.74,19.918,19.15,18.435,17.77,17.153,16.579,16.048,15.557,15.104,14.687,14.303,13.953,13.633,13.342,13.08,12.844,12.634
United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,21.556,21.626,21.763,21.901,22.04,22.179,22.318,22.459,22.6,22.741,22.883,22.97,22.805,22.642,22.479,22.317,22.156,21.995,21.836,21.677,21.519,21.412,21.461,21.511,21.56,21.61,21.66,21.71,21.76,21.81,21.86,21.888,21.828,21.768,21.707,21.647,21.587,21.528,21.468,21.409,21.349,21.249,20.953,20.661,20.371,20.085,19.801,19.521,19.243,18.969,18.698,18.43,18.166,17.908,17.655,17.408,17.165
Georgia,GEO,Rural population (% of total population),SP.RUR.TOTL.ZS,56.931,56.441,55.949,55.456,54.961,54.466,53.97,53.473,52.975,52.478,51.994,51.526,51.058,50.591,50.124,49.656,49.188,48.721,48.253,47.844,47.503,47.164,46.824,46.484,46.145,45.806,45.468,45.13,44.792,44.723,44.962,45.201,45.441,45.68,45.92,46.159,46.4,46.64,46.88,47.121,47.362,47.602,47.707,47.648,47.589,47.53,47.475,47.425,47.375,47.277,47.131,46.984,46.838,46.691,46.532,46.359,46.174
Ghana,GHA,Rural population (% of total population),SP.RUR.TOTL.ZS,76.748,76.203,75.648,75.085,74.512,73.933,73.344,72.746,72.14,71.527,71.042,70.826,70.608,70.39,70.171,69.951,69.73,69.508,69.286,69.062,68.837,68.612,68.386,68.158,67.791,67.104,66.409,65.707,64.996,64.281,63.559,62.83,62.095,61.356,60.61,59.86,59.104,58.346,57.582,56.816,56.071,55.399,54.725,54.049,53.37,52.692,52.012,51.331,50.649,49.969,49.287,48.606,47.931,47.265,46.608,45.958,45.318
Gibraltar,GIB,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,Rural population (% of total population),SP.RUR.TOTL.ZS,89.528,89.064,88.582,88.081,87.561,87.022,86.463,85.884,85.284,84.664,84.023,83.359,82.673,81.967,81.237,80.485,79.709,78.913,78.093,77.25,76.383,75.497,74.586,73.928,73.654,73.379,73.102,72.822,72.541,72.259,71.974,71.688,71.399,71.11,70.818,70.525,70.23,69.933,69.626,69.31,68.983,68.645,68.298,67.94,67.572,67.193,66.804,66.404,65.995,65.574,65.144,64.703,64.252,63.791,63.32,62.839,62.349
"Gambia, The",GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,87.871,87.669,87.465,87.138,86.323,85.467,84.567,83.621,82.627,81.59,80.504,79.37,78.186,77.059,76.325,75.574,74.807,74.026,73.228,72.415,71.586,70.744,69.887,68.992,67.993,66.981,65.951,64.906,63.845,62.774,61.688,60.59,59.48,58.414,57.528,56.638,55.742,54.845,53.943,53.039,52.132,51.225,50.317,49.408,48.521,47.658,46.818,46.003,45.211,44.445,43.703,42.986,42.294,41.627,40.985,40.368,39.776
Guinea-Bissau,GNB,Rural population (% of total population),SP.RUR.TOTL.ZS,86.4,86.253,86.105,85.955,85.803,85.651,85.497,85.342,85.185,85.028,84.868,84.707,84.545,84.382,84.217,84.05,83.882,83.713,83.543,83.257,82.395,81.501,80.57,79.605,78.603,77.569,76.498,75.392,74.25,73.077,71.869,70.629,69.665,68.909,68.143,67.367,66.58,65.785,64.981,64.168,63.346,62.518,61.682,60.838,59.987,59.133,58.271,57.404,56.532,55.658,54.779,53.919,53.076,52.253,51.45,50.668,49.906
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,74.463,73.856,73.766,73.677,73.587,73.498,73.408,73.318,73.227,73.137,73.046,72.955,72.864,72.773,72.681,72.59,72.498,72.406,72.313,72.221,72.128,72.035,71.942,71.849,70.972,70.06,69.129,68.183,67.22,66.245,65.255,64.252,63.234,62.208,61.169,61.166,61.171,61.177,61.183,61.189,61.194,61.2,61.206,61.198,61.178,61.144,61.097,61.037,60.963,60.877,60.777,60.663,60.537,60.397,60.244,60.077,59.897
Greece,GRC,Rural population (% of total population),SP.RUR.TOTL.ZS,44.064,43.547,42.66,41.778,40.901,40.031,39.167,38.309,37.457,36.615,35.78,35.049,34.546,34.048,33.552,33.06,32.571,32.088,31.607,31.13,30.657,30.254,30.06,29.866,29.673,29.482,29.291,29.1,28.91,28.721,28.533,28.365,28.243,28.122,28.002,27.881,27.761,27.642,27.522,27.403,27.284,27.087,26.697,26.311,25.927,25.548,25.173,24.801,24.432,24.068,23.708,23.351,23,22.657,22.322,21.993,21.671
Grenada,GRD,Rural population (% of total population),SP.RUR.TOTL.ZS,69.668,69.481,69.293,69.105,68.915,68.726,68.535,68.344,68.152,67.96,67.788,67.718,67.647,67.576,67.505,67.435,67.364,67.293,67.222,67.15,67.079,67.012,66.963,66.914,66.865,66.817,66.768,66.719,66.67,66.621,66.572,66.494,66.235,65.975,65.714,65.452,65.189,64.926,64.661,64.396,64.129,63.895,63.942,63.989,64.037,64.084,64.131,64.178,64.225,64.272,64.319,64.366,64.399,64.417,64.42,64.409,64.384
Greenland,GRL,Rural population (% of total population),SP.RUR.TOTL.ZS,41.466,40.194,38.594,37.017,35.466,33.95,32.509,31.147,29.814,28.519,27.256,26.567,26.325,26.086,25.848,25.611,25.375,25.034,24.645,24.26,23.879,23.503,23.131,22.763,22.398,22.039,21.683,21.332,20.984,20.641,20.302,19.967,19.699,19.497,19.297,19.098,18.9,18.774,18.649,18.524,18.4,18.151,17.905,17.662,17.42,17.142,16.828,16.518,16.213,15.913,15.617,15.245,14.8,14.367,13.955,13.564,13.192
Guatemala,GTM,Rural population (% of total population),SP.RUR.TOTL.ZS,68.879,68.232,67.576,66.914,66.318,66.011,65.702,65.392,65.081,64.768,64.455,64.139,63.823,63.554,63.418,63.282,63.146,63.01,62.873,62.737,62.599,62.395,62.01,61.624,61.236,60.848,60.457,60.066,59.672,59.279,58.883,58.487,58.088,57.69,57.29,56.89,56.488,56.086,55.682,55.278,54.873,54.468,54.063,53.656,53.244,52.828,52.407,51.981,51.551,51.116,50.677,50.235,49.788,49.339,48.885,48.429,47.97
Guam,GUM,Rural population (% of total population),SP.RUR.TOTL.ZS,49.853,48.77,47.686,46.604,45.525,44.452,43.383,42.32,41.262,40.216,38.08,32.847,28.001,23.629,19.748,16.368,13.466,11.017,8.964,7.263,6.247,6.509,6.781,7.063,7.357,7.661,7.977,8.305,8.646,8.998,9.204,8.939,8.68,8.429,8.184,7.945,7.713,7.487,7.267,7.054,6.871,6.767,6.666,6.565,6.466,6.369,6.273,6.178,6.084,5.992,5.901,5.813,5.727,5.644,5.563,5.484,5.407
Guyana,GUY,Rural population (% of total population),SP.RUR.TOTL.ZS,70.991,70.951,70.911,70.871,70.831,70.791,70.751,70.711,70.671,70.631,70.575,70.467,70.359,70.25,70.142,70.033,69.924,69.814,69.705,69.595,69.512,69.604,69.695,69.785,69.876,69.967,70.057,70.147,70.237,70.327,70.417,70.507,70.596,70.685,70.774,70.863,70.952,71.041,71.129,71.218,71.306,71.394,71.482,71.569,71.642,71.699,71.742,71.769,71.782,71.779,71.761,71.729,71.681,71.618,71.541,71.447,71.339
High income,HIC,Rural population (% of total population),SP.RUR.TOTL.ZS,35.97449319,35.47778411,34.97552513,34.45437554,33.93285934,33.41179438,32.90039778,32.38120861,31.87476872,31.38940962,30.92282563,30.52734808,30.16365974,29.81243025,29.45772486,29.12787435,28.87049628,28.62158429,28.3710103,28.1230096,27.87412771,27.59125899,27.3405551,27.11137902,26.89581324,26.68531892,26.44411742,26.22576801,25.91705031,25.69101364,25.45048704,25.18656088,24.97916358,24.73245869,24.49266765,24.22300806,24.00071254,23.78942444,23.5791198,23.36616259,23.15264733,22.8231143,22.44117755,22.0825029,21.73629911,21.40115486,21.09454653,20.80236541,20.51678118,20.24222892,19.97523951,19.71243596,19.46764476,19.2384643,19.01646516,18.79726002,18.58501444
"Hong Kong SAR, China",HKG,Rural population (% of total population),SP.RUR.TOTL.ZS,14.8,14.707,14.418,14.133,13.853,13.578,13.308,13.042,12.78,12.524,12.271,11.961,11.526,11.106,10.699,10.305,9.923,9.555,9.199,8.855,8.522,8.206,7.91,7.624,7.347,7.08,5.752,3.14,1.691,0.906,0.483,0.168,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,Rural population (% of total population),SP.RUR.TOTL.ZS,77.253,76.682,76.1,75.509,74.906,74.296,73.675,73.045,72.404,71.756,71.098,70.431,69.754,69.07,68.429,67.89,67.347,66.8,66.248,65.691,65.13,64.565,63.996,63.423,62.845,62.265,61.681,61.093,60.519,60.031,59.54,59.047,58.552,58.057,57.559,57.059,56.558,56.056,55.553,55.048,54.542,54.036,53.407,52.767,52.125,51.484,50.842,50.2,49.562,48.93,48.304,47.684,47.07,46.463,45.863,45.27,44.685
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,87.74664001,87.39951085,87.04090328,86.66653654,86.26898802,85.85905937,85.45703243,85.04256959,84.61545706,84.17273529,83.74462186,83.30482618,82.85945577,82.4080193,81.95969273,81.49521653,81.01061921,80.52282013,80.02496011,79.60699353,79.20452865,78.81237022,78.41717544,77.99166996,77.53187871,77.04001381,76.56031169,76.09363416,75.63383377,75.18741024,74.72846425,74.30628914,73.90203354,73.52482759,73.21525547,72.91936796,72.63312677,72.33641264,72.05260585,71.76505349,71.47317029,71.15143267,70.81993512,70.4673236,70.1050453,69.72626209,69.33925093,68.93983853,68.51019072,68.07604466,67.63749591,67.19571955,66.74996885,66.30075801,65.84730029,65.38919785,64.92674556
